65.83 ,0.11
65.832,0.090
65.886,0.029
65.92 ,0.11
65.93 ,0.16
65.931,0.076
65.953,0.052
65.96 ,0.12
66.02 ,0.24
66.13 ,0.16
66.14 ,0.22
66.22 ,0.59
66.27 ,0.50
66.310,0.068
66.32 ,0.58
66.63 ,0.44
66.65 ,0.58
