65.41 ,0.34
65.41 ,0.24
65.51 ,0.26
65.53 ,0.11
65.55 ,0.13 
65.60 ,0.16
65.60 ,0.30
65.609,0.075
65.62 ,0.15
65.67 ,0.10
65.67 ,0.15
65.684,0.092
65.69 ,0.34
65.739,0.087
65.75 ,0.44
65.86 ,0.54
