65.86 ,0.37
65.90 ,0.15
65.92 ,0.19
65.97 ,0.13 
65.98 ,0.23
65.985,0.045
65.990,0.070
65.99 ,0.40
66.01 ,0.28
66.02 ,0.13
66.02 ,0.13
66.053,0.075
66.06 ,0.35
66.065,0.053
66.08 ,0.13
66.09 ,0.21
66.12 ,0.47
66.14 ,0.27
66.18 ,0.37
66.29 ,0.19
66.35 ,0.14
