Sample,Total Fusion,TF1sigma,Plateau,Plateau1sigma,Isochron,Isochron1sigma
PLB F12/S12,63.90999999999985,0.2701618195686248,64.08000000000013,0.2654075632228096,64.01000000000019,0.44116813144655737
SK F10/S10,64.33999999999997,0.36750554221720305,64.40999999999988,0.33331252852444215,64.45000000000012,0.6194385022671426
NL F2/S2,63.32999999999982,0.5994287824986662,63.989999999999895,0.6094472378389312,60.69000000000006,1.8712983554234184
MK6,65.34999999999997,0.6890998447611308,65.18000000000019,0.6145764671595131,64.77999999999994,0.8632122925975612
MK2,62.81000000000012,0.6639301160033698,63.51000000000001,0.5944914114880131,65.13000000000014,1.4619150499614573
