,,Dates (Ma),,,,,,Composition,,,,,Isotopic Ratios,,,,,,,,,
,,206Pb/,,,,207Pb/,,,,,,,,,,,,,,,,
,,238U,+/-2sigma,207Pb/,+/-2sigma,206Pb,+/-2sigma,Pb*,Pbc,Pb*/,Th/,Th/U,206Pb/,208Pb/,206Pb/,,207Pb/,,207Pb/,,Corr.,
Sample ID,Included?,<Th> a,abs ,235U b,abs ,<Th> a,abs ,(pg) c,(pg) d,Pbc e,U f,(magma) g,204Pb h,206Pb i,238U i,+/-2sigma % ,235U i,+/-2sigma % ,206Pb i,+/-2sigma % ,coef. ,
,Included?,,,,,,,,,,,,,,,,,,,,,
z2      ,,1628.805903,0.439137394,1629.457576,0.46909247,1630.298991,0.850740482,90.00166127,0.145946434,616.675987,0.542443179,1.643751641,36228.29393,0.159046237,0.287445101,0.030488391,3.976721267,0.057815824,0.10038359,0.032349228,0.617933964,
z3      ,,1449.405695,0.665145749,1451.183509,1.034672787,1453.788261,2.311806472,23.41226867,0.17684717,132.3870136,0.801886485,2.429943782,7382.487439,0.237477008,0.252109848,0.051237657,3.175349549,0.133990626,0.09138906,0.117121446,0.423436413,
z5      ,x,65.55969873,0.093740047,64.81694101,1.988195333,37.47860664,74.17836223,1.497017724,0.182498253,8.202915378,0.764621836,2.316609368,488.1950813,0.244358651,0.010210505,0.142234623,0.06591647,3.166345998,0.046842405,3.098458501,0.493473383,
z6      ,x,65.58870261,0.267301391,64.12445018,6.31434471,9.809493432,239.4281228,0.931876059,0.348023488,2.67762404,0.992703541,3.007962395,163.6794261,0.317248617,0.01021505,0.41044187,0.065189763,10.16122239,0.046305373,9.949991419,0.529364586,
z8      ,x,65.73547024,0.085075468,64.67728678,1.128557726,25.69580434,42.07396257,2.605837833,0.164073687,15.88211906,0.84634849,2.56432012,909.823206,0.27047362,0.010238051,0.128580412,0.065769876,1.801068737,0.046612481,1.753279897,0.400168692,
z9      ,x,65.70581831,0.28137598,62.2391114,5.742400399,-69.15140898,227.0461831,0.543514713,0.17894211,3.037377357,0.896274684,2.715653258,187.1972147,0.286429487,0.010233404,0.431187399,0.06321378,9.512012204,0.044821266,9.29400693,0.522336786,
z10     ,x,65.5175223,0.406039312,62.96368433,9.748242487,-33.07970752,379.3984109,1.096642808,0.604992488,1.812655249,1.206541669,3.656275828,112.1396454,0.38558904,0.010203895,0.624353494,0.063972755,15.96731398,0.045490589,15.63901653,0.539912713,
z11     ,x,66.19572507,0.333455088,63.3843223,7.495983673,-41.53579296,290.2611865,0.499273886,0.233982125,2.133812085,0.709387468,2.14921172,142.5947197,0.226696717,0.010310183,0.507581469,0.064413613,12.19920358,0.045331886,11.94447478,0.517327942,
,,,,,,,,,,,,,,,,,,,,,,
"RBCZ (N 22.53154¡, E 79.58561¡, 596m elevation)",,,,,,,,,,,,,,,,,,,,,,
z1      ,x,65.8895176,0.29321831,64.713063,3.31570254,21.4198576,122.4179978,0.788366069,0.115490663,6.82623207,1.63235661,4.94764385,339.916848,0.52165834,0.01026219,0.44779516,0.06580743,5.288706645,0.04652955,5.098655112,0.458900401,
z3      ,,66.2288657,0.53435352,60.826292,9.61851785,-147.00084,395.2298577,0.330048419,0.190581192,1.73179953,0.77727049,2.35494987,117.67593,0.24838932,0.01031538,0.81284171,0.06173544,16.29146102,0.04342537,15.93605384,0.457377614,
z5      ,,65.6052198,0.15128516,62.0057774,3.55107312,-74.850691,141.48239,0.889642161,0.202721365,4.38849729,0.66415544,2.0121268,276.714618,0.21225082,0.01021764,0.23114199,0.06296948,5.903646952,0.0447171,5.784792197,0.528216128,
z6      ,,66.1516048,0.63550881,60.1118651,15.52703234,-174.34252,650.5389275,0.462886199,0.45114822,1.02601801,0.73775454,2.23518397,77.8959994,0.23576263,0.01030327,0.96913317,0.06098866,26.60236244,0.04295049,26.0903544,0.541425781,
,,,,,,,,,,,,,,,,,,,,,,
"RBCZ2 (N 22.53154¡, E 79.58561¡, 596m elevation)",,,,,,,,,,,,,,,,,,,,,,
z2      ,x,66.01687567,0.05485013,66.01840484,0.977013393,66.07382892,35.60122275,2.896941637,0.163541913,17.71375662,0.998444428,3.025367341,976.4183045,0.319073742,0.010282152,0.081741344,0.067178475,1.528542522,0.047406578,1.494823731,0.430503577,
z3      ,x,65.88966388,0.131615535,65.62530384,2.415190462,55.99651886,88.51996275,1.496685484,0.218606965,6.846467524,0.793930423,2.405442227,407.5867958,0.253719267,0.010262216,0.2000462,0.066765401,3.800484211,0.047206609,3.710544351,0.4699053,
z5      ,x,65.86332024,0.210321264,64.47074582,4.847471751,13.07721354,182.6692214,1.081735582,0.31940116,3.386761595,0.837291846,2.536869666,209.0890977,0.267576932,0.010258087,0.321332661,0.065553107,7.760097766,0.046368109,7.595710504,0.526655294,
z8      ,,66.87574238,0.125278748,68.54092418,2.382390264,127.0498071,82.52046186,1.000805539,0.133552475,7.493725122,0.888580367,2.692336199,434.1726191,0.283947413,0.010416764,0.187763585,0.069832965,3.594499987,0.048642975,3.505272762,0.494654685,
z9      ,,65.88536927,0.633651529,63.48961427,15.25827426,-25.92271448,588.3375918,0.507705667,0.509309464,0.996851038,0.564635095,1.710541613,78.70500422,0.180442559,0.010261543,0.970921914,0.064523995,24.79189419,0.045624808,24.28189193,0.539433154,
,,,,,,,,,,,,,,,,,,,,,,
"RBEA (N 21.80201¡, E 78.83678¡, 592m elevation)",,,,,,,,,,,,,,,,,,,,,,
z2      ,,938.7026819,9.858082667,939.6450289,102.7224261,941.8547754,332.279005,29.3035404,27.56989784,1.062881719,0.883384273,2.676900688,77.22047001,0.269078635,0.15674087,1.128728118,1.522900941,16.75960971,0.070498826,16.21598922,0.507457526,
z4      ,,1158.122365,0.358733728,1157.98345,0.711968961,1157.723509,1.938465529,43.66577929,0.248522017,175.7018547,0.426258022,1.291669205,10788.57669,0.128284797,0.196791543,0.033771929,2.12814445,0.103066338,0.078467019,0.092186319,0.318557205,
,,,,,,,,,,,,,,,,,,,,,,
"RBEB (N 22.14392¡, E 78.88700¡, 789m elevation)",,,,,,,,,,,,,,,,,,,,,,
z4      ,,2330.807488,0.563763526,2415.511285,0.594879384,2487.684549,0.914043673,133.4107205,0.759537775,175.6472487,0.738157416,2.236831463,9487.614548,0.208017456,0.435565168,0.028818355,9.79319981,0.064569082,0.163141314,0.043516689,0.553183921,
z6      ,x,66.14485171,0.184695743,64.95049861,4.022390005,21.16290035,150.005504,0.952193311,0.238552591,3.991544619,0.62773723,1.901765388,255.2342189,0.200604715,0.01030221,0.280390977,0.066056684,6.393192726,0.046524194,6.246632904,0.538343573,
z8      ,x,66.1441318,0.054322277,66.03298467,0.950752721,62.00728049,34.64253081,2.593590133,0.13414104,19.33479971,1.100415845,3.334508384,1039.610353,0.351657722,0.010302096,0.081095082,0.067193798,1.487139701,0.047325596,1.45347639,0.433334456,
z9      ,x,66.16590259,0.08360263,65.62805846,1.629580957,46.06109024,59.81867522,1.275474491,0.129461806,9.852129575,0.555253328,1.682114513,613.609885,0.177440918,0.010305509,0.123353172,0.066768295,2.564164258,0.047010332,2.502314417,0.517755182,
z11     ,,925.3380765,3.580165201,922.6861676,21.17338347,916.3519903,69.02583519,3.927498734,0.715502976,5.489143816,1.09011297,3.303366241,307.8606932,0.332290794,0.154345193,0.415379307,1.481113552,3.49316128,0.06962861,3.355182095,0.384711101,
z12     ,x,66.19113668,0.126527636,65.83315777,2.771126083,52.84092767,101.5491676,1.108798478,0.184249428,6.01792086,0.780115035,2.3635711,361.7011715,0.249298987,0.010309463,0.191391088,0.066983796,4.347248292,0.047143973,4.254221925,0.502236854,
,,,,,,,,,,,,,,,,,,,,,,
"RBEC (N 22.21300¡, E 78.83772¡, 665m elevation)",,,,,,,,,,,,,,,,,,,,,,
z1      ,x,67.25206816,0.2985999,67.50742992,6.746030702,76.56657587,239.863406,0.522064599,0.21723387,2.403237579,0.677028959,2.05115231,159.1538711,0.216340138,0.010475753,0.447307562,0.068744604,10.32889168,0.047615226,10.0936044,0.541556612,
z2      ,,948.6516175,12.47407138,948.0868156,10.29242456,946.7756725,17.75303813,2.315275666,0.097733356,23.68971815,1.43352883,4.344061869,1179.348981,0.436415068,0.158527497,1.414154039,1.543963506,1.67017365,0.070668343,0.866451421,0.854726221,
z7      ,,508.9850571,0.529582184,508.236189,6.341102147,504.8680492,34.0305845,6.922565377,0.371637029,18.6272218,2.423910208,7.345716446,776.3446783,0.755769862,0.082145704,0.108222489,0.6496059,1.585860855,0.057379609,1.546302466,0.392039463,
z8      ,x,66.26362329,0.423699131,63.36778962,9.884274108,-44.69417476,382.6688226,0.908527912,0.537487628,1.690323394,0.779928043,2.363004808,115.1002616,0.249237971,0.010320824,0.644786196,0.064396283,16.09005103,0.045272962,15.73798015,0.560039767,
,,,,,,,,,,,,,,,,,,,,,,
"RBED (N 22.34345¡, E 78.65796¡, 912m elevation)",,,,,,,,,,,,,,,,,,,,,,
z1      ,,67.2520682,0.2985999,67.5074299,6.7460307,76.5665759,239.863406,0.522064599,0.21723387,2.40323758,0.67702896,2.05115231,159.153871,0.21634014,0.01047575,0.44730756,0.0687446,10.32889168,0.04761523,10.0936044,0.541556612,
z2      ,,948.651618,12.47407138,948.086816,10.29242456,946.775672,17.75303813,2.315275666,0.097733356,23.6897181,1.43352883,4.34406187,1179.34898,0.43641507,0.1585275,1.41415404,1.54396351,1.67017365,0.07066834,0.86645142,0.854726221,
z7      ,,508.985057,0.52958218,508.236189,6.34110215,504.868049,34.0305845,6.922565377,0.371637029,18.6272218,2.42391021,7.34571645,776.344678,0.75576986,0.0821457,0.10822249,0.6496059,1.58586085,0.05737961,1.54630247,0.392039463,
z8      ,,66.2636233,0.42369913,63.3677896,9.88427411,-44.694175,382.6688226,0.908527912,0.537487628,1.69032339,0.77992804,2.36300481,115.100262,0.24923797,0.01032082,0.6447862,0.06439628,16.09005103,0.04527296,15.73798015,0.560039767,
,,,,,,,,,,,,,,,,,,,,,,
"RBEE (N 21.96106¡, E 78.96413¡, 668m elevation)",,,,,,,,,,,,,,,,,,,,,,
z7      ,,1080.954393,2.461884671,1077.449505,8.538168329,1070.366052,24.6501231,15.90965101,1.142816981,13.92143385,0.343221298,1.040043407,892.2863556,0.10373352,0.182550405,0.247383228,1.889623292,1.285881054,0.075107778,1.226295042,0.329830541,
z8      ,,924.063848,0.281950451,928.8711756,0.427176344,940.2986111,1.584641318,55.58397847,0.131052256,424.1359925,0.29525551,0.894690677,27062.23585,0.090006744,0.154117041,0.032500674,1.496272895,0.0701873,0.070445398,0.070101493,0.004618567,
z9      ,,948.9234899,1.031634515,949.4641348,3.22175728,950.7176723,10.17426009,5.957137215,0.152976587,38.94149637,0.823524152,2.495503738,2196.650851,0.250705111,0.158576358,0.116914948,1.547416614,0.52234282,0.070804571,0.496152606,0.321734579,
z10     ,,937.3277128,1.719036151,936.1410085,9.786910388,933.3489328,31.76477597,3.297744502,0.312744657,10.54452706,0.630404328,1.910286671,636.2659904,0.19203544,0.15649417,0.197071495,1.514209581,1.600409749,0.070206983,1.547809909,0.322430083,
z11     ,,976.9109406,12.4003504,956.1692367,27.32957422,908.7477867,83.33744591,0.660084237,0.127351799,5.183155947,1.418814754,4.299470492,273.6449389,0.43126833,0.163617364,1.368052609,1.564294194,4.412171353,0.06937157,4.04611359,0.411420944,
z12     ,,1619.746598,15.68817274,1626.616284,10.69317934,1635.513365,8.885500161,19.2145025,0.165932108,115.7973748,0.856966413,2.596855868,6348.598479,0.251392705,0.285637077,1.095376822,3.962814637,1.318867712,0.100665733,0.477275149,0.93808543,
z13     ,,1726.3029,4.135778328,1725.09681,4.173515302,1723.633827,7.414703596,9.941940774,0.374942208,26.51592852,0.480176993,1.455067653,1592.979399,0.140023783,0.30706487,0.273091112,4.468266156,0.503017055,0.105584795,0.402393844,0.59924824,
z14     ,,824.7928177,50.48253914,859.4364962,38.33038377,949.8910326,21.72190559,150.0381123,9.566563959,15.68359475,0.626671533,3.5,936.8588148,0.192078016,0.136477727,6.521204987,1.331276644,6.610567691,0.070778118,1.060906282,0.98702606,
,,,,,,,,,,,,,,,,,,,,,,
"RBFO (N 23.00271¡, E 81.60482¡, 824m elevation)",,,,,,,,,,,,,,,,,,,,,,
z1      ,,2983.58228,4.6757518,3113.4241,2.37298097,3198.25738,2.2450053,22.34253537,0.638801911,34.9756865,0.30960275,0.93818454,1954.31997,0.08402403,0.58854907,0.19577196,20.4613948,0.24512469,0.25225897,0.13814308,0.815435566,
z2      ,,2476.38546,1.01179275,2482.39652,0.64662703,2487.31994,0.82369153,96.40649651,0.354573064,271.894586,0.64466208,1.95351238,14982.957,0.18016262,0.46835331,0.04920411,10.5281078,0.06973192,0.16310632,0.03635781,0.713410005,
z3      ,,910.819069,0.34346047,918.767394,0.51637688,937.904069,1.43926649,87.96789446,0.297114016,296.074536,0.15668962,0.47480264,19617.1887,0.0478004,0.15174821,0.0396904,1.47155639,0.08541428,0.07036349,0.06165326,0.5904891,
z4      ,,525.860501,0.23541731,528.672345,1.3746448,540.830349,7.05873844,192.7645758,3.120473217,61.7741485,0.75156047,2.27740514,3551.85122,0.23412106,0.08498229,0.046538,0.68314313,0.3335569,0.05832803,0.32110904,0.297906092,
z4a     ,,65.3051395,0.16814745,57.644861,3.65257444,-250.16544,161.5384852,1.158050248,0.24795759,4.67035613,1.00037721,3.03122415,272.067996,0.31970732,0.01017061,0.25888872,0.05841398,6.517903737,0.04167371,6.382480378,0.53721015,
z5      ,,899.918393,0.5605467,907.309816,2.14141135,925.344192,7.05643252,12.35074067,0.230894559,53.4908259,0.6986563,2.11711055,3100.44143,0.21326199,0.14980226,0.06672061,1.44382411,0.35696517,0.06993426,0.34193029,0.29166885,
z5a     ,,758.667358,0.81544597,754.414189,4.00138698,741.825287,15.55911935,8.730046073,0.274804717,31.7681813,1.17402932,3.55766713,1665.23706,0.36113691,0.12488206,0.11393618,1.10220084,0.7516127,0.06404027,0.73492484,0.214520661,
z6      ,,1000.58583,0.51032642,1065.43398,1.1776396,1200.72657,3.13224729,31.63645034,0.300327861,105.339712,0.54490071,1.65118676,6272.57144,0.16541554,0.16789873,0.05503161,1.85563049,0.17848141,0.08019331,0.15549731,0.490654896,
z7      ,,525.860823,0.23542455,528.672608,1.37464613,540.830349,7.05873844,180.9776973,2.929667211,61.7741485,0.75156048,2.27740518,3551.85122,0.23412106,0.08498234,0.04653941,0.68314357,0.33355709,0.05832803,0.32110904,0.297905345,
z8      ,,899.929034,0.56491902,907.317416,2.14200774,925.344193,7.05643252,11.79307111,0.220469041,53.4908259,0.6986567,2.11711178,3100.44143,0.21326199,0.14980416,0.06724063,1.44384241,0.35706274,0.06993426,0.34193029,0.292235596,
z9      ,,1199.71325,0.48783966,1229.55301,1.34092761,1282.2659,3.46420714,20.97869219,0.274273841,76.4881263,0.34159672,1.0351229,4789.21758,0.10257029,0.20453802,0.04448992,2.35658901,0.18810041,0.08359953,0.17476145,0.343751389,
z10     ,,877.467809,14.65594635,840.044991,187.3371026,742.367472,673.9235219,21.20670415,39.24169184,0.54041259,0.58574783,1.77496142,50.727522,0.1790164,0.14580483,1.78713531,1.28717701,32.78350559,0.06405609,31.86569903,0.533621669,
z11     ,,791.287712,0.3386468,797.6213,0.50288837,815.357576,1.69189964,97.82632237,0.357654003,273.522235,0.62511346,1.89424757,16092.0023,0.19194682,0.13058871,0.04542534,1.19358532,0.09102124,0.06631936,0.07416035,0.459687186,
z12     ,,948.321173,0.40893337,947.411414,1.53495973,945.298088,4.91160705,15.99282375,0.240384729,66.5301155,0.37672967,1.14157926,4170.94614,0.11469143,0.15846811,0.04627375,1.5422719,0.24918857,0.07061737,0.23760866,0.291871302,
z13     ,,869.847346,0.35225043,875.255795,0.79914174,888.962602,2.69223809,41.68859708,0.288331697,144.58555,0.39693516,1.20280465,9006.15424,0.12136187,0.14445114,0.04317367,1.36788149,0.13624024,0.06871001,0.12618629,0.293703896,
z15     ,,2712.23167,1.29732806,2731.51258,0.73562845,2745.79942,0.80546995,104.2039189,0.254778377,408.998284,0.41034052,1.24344865,23220.9367,0.11313068,0.52306918,0.05859358,13.7335936,0.07772363,0.1905099,0.03677247,0.776738167,
z16     ,,100.197728,0.1551833,99.7936075,0.28191386,90.1503305,7.666617,19.56814571,0.268378244,72.9125633,0.07802988,0.23637601,5050.72772,0.0248815,0.01565326,0.04016153,0.10327357,0.29660641,0.04787147,0.28403228,0.33019666,
z18     ,,969.597994,1.03698377,969.678593,2.72163679,969.861256,8.18404078,10.90635212,0.207858544,52.470069,1.39275672,4.22050333,2610.50094,0.42351709,0.16229807,0.11520061,1.5986393,0.43570824,0.07147096,0.39982238,0.420446424,
z19     ,,1598.05784,1.1996156,1596.42261,2.13551803,1594.26457,4.47115066,11.63599608,0.227865405,51.0652157,0.52345692,1.58621723,3034.42607,0.15374309,0.28131882,0.08475119,3.81741175,0.2654105,0.09846065,0.23723727,0.45116125,
,,,,,,,,,,,,,,,,,,,,,,
"RBFP (N 22.85482¡, E 81.65653¡, 885m elevation)",,,,,,,,,,,,,,,,,,,,,,
z1      ,,739.802133,0.33357169,1072.14636,1.79410008,1828.89334,4.67835371,18.6594791,0.49491506,37.702387,0.30970565,0.93847162,2329.01725,0.09536468,0.12159491,0.04748664,1.87457069,0.27094923,0.11186146,0.25591614,0.353992281,
z2      ,,527.810726,0.29713884,525.762348,1.83090187,516.877417,9.54327842,41.75861819,0.772136495,54.0819123,1.19651432,3.62580927,2811.5,0.37269076,0.08531058,0.05861344,0.6783263,0.44614178,0.05769389,0.43338511,0.25983344,
z3      ,,1103.49111,0.38882138,1104.37385,0.96512246,1106.11304,2.54902105,86.69212919,0.673470276,128.724507,0.40331472,1.22214335,7965.69918,0.12174507,0.18669189,0.03826227,1.96727073,0.1433658,0.07645973,0.12325736,0.52495116,
z4      ,,774.173912,0.19981756,806.789614,0.35040956,897.902227,1.19538483,74.54486385,0.172197428,432.903468,0.35681658,1.08123097,27190.7147,0.1096659,0.1275912,0.02709352,1.2134818,0.06294898,0.06900914,0.04769265,0.397507872,
z5      ,,853.581368,0.3063369,876.102401,0.54970653,933.452539,1.86758171,39.48465369,0.165699801,238.29029,0.06756237,0.20472717,16190.2075,0.02067535,0.141567,0.03312445,1.36985661,0.09365866,0.07021132,0.08274394,0.315317676,
z6      ,,955.000991,0.32686015,953.823787,1.50769014,951.109173,4.80859811,39.9845899,0.593331716,67.3899419,0.45093269,1.36643499,4144.77819,0.13723163,0.15966916,0.03673953,1.55837773,0.24376655,0.07081834,0.23271061,0.309939721,
z7      ,,985.931618,0.62221088,1006.57041,2.98679901,1051.77759,9.1444967,15.24414157,0.46224275,32.9786493,0.21478516,0.65084711,2160.0703,0.06525469,0.16524681,0.06787269,1.69479158,0.46771896,0.07441788,0.45259482,0.274993362,
z8      ,,1204.37244,0.32714616,1207.42733,0.38684429,1212.89497,0.97690721,113.5039256,0.120265548,943.777558,0.55196669,1.67260403,56015.3803,0.16569494,0.20540893,0.02973672,2.28423848,0.05477716,0.08068934,0.03736454,0.436665672,
z9      ,,952.697508,0.71149781,952.263972,2.07899828,951.262255,6.51480465,9.396138928,0.173500495,54.1562657,0.44807228,1.35776707,3336.84612,0.13637831,0.15925485,0.080303,1.5544506,0.3364688,0.07082365,0.31670743,0.338461534,
z11     ,,883.778869,0.26095008,894.155699,0.95082467,919.900206,3.08106939,27.74181345,0.256423507,108.187482,0.36223552,1.09765605,6799.11538,0.11066838,0.14692714,0.03141097,1.41236897,0.15994332,0.0697491,0.14627255,0.410590492,
z12     ,,954.341269,0.40732082,954.189765,0.50122892,953.840431,1.0821665,243.2392646,0.243876716,997.386176,0.45475347,1.37801301,61023,0.13839939,0.15955048,0.04585213,1.55930002,0.08102102,0.0709127,0.04178271,0.79055049,
z13     ,,950.447537,0.54092878,948.658746,1.15050756,944.510471,3.01178006,68.65664282,0.312831501,219.468444,1.11309071,3.37299806,11522.7534,0.3388295,0.1588503,0.06120946,1.54539684,0.18662725,0.07059021,0.14343294,0.742166515,
z14     ,,762.008376,0.29466108,782.386783,1.37612964,840.953641,4.98279889,50.94337428,0.65897963,77.3064476,0.92222101,2.79458503,4248.07055,0.28362795,0.12546522,0.04097413,1.16091906,0.25227023,0.06713841,0.23715836,0.388320956,
z15     ,,1692.53934,1.02382663,1714.32117,1.20235852,1741.03293,2.10766288,32.5207685,0.223477296,145.521577,0.57337747,1.73749257,8464.21885,0.16751827,0.30023686,0.06877379,4.41054162,0.14526229,0.10659097,0.11035132,0.630930589,
z16     ,,902.021557,0.43923857,905.178752,0.6419848,912.890839,1.74496786,106.8949401,0.452924626,236.01044,0.52146623,1.58016997,14224.6329,0.15915716,0.15017746,0.052133,1.43870045,0.10717239,0.06951173,0.07832158,0.628420059,
z17     ,,957.397485,0.53554624,957.001939,1.59128962,956.092852,4.91005046,14.47175488,0.178753727,80.9591782,1.14854265,3.48043162,4229.05764,0.34948834,0.16010036,0.06019092,1.566398,0.25676818,0.07099084,0.23795814,0.384387729,
z18     ,,860.872896,0.50703158,861.474943,1.17624772,863.024381,3.91921861,20.14891125,0.1874093,107.512867,0.5171654,1.56713555,6503.91852,0.15819938,0.14285897,0.06287425,1.33596153,0.2025539,0.06785454,0.18611814,0.364888995,
,,,,,,,,,,,,,,,,,,,,,,
"RBFQ (N 22.79423518¡, E 81.79046708¡, 818m elevation)",,,,,,,,,,,,,,,,,,,,,,
z1      ,,840.707633,60.77696175,950.173129,256.1805946,1213.14182,675.0052251,4.682743739,2.500010809,1.8730894,0.6864055,2.07998429,125.852156,0.21020045,0.1392895,7.712663816,1.54919598,41.51577815,0.08070158,34.30414903,0.94671227,
z3      ,,986.729831,0.34849927,986.252754,0.5988319,985.191247,1.62812765,44.2797533,0.15647847,282.97665,0.56656796,1.71684458,16838.3665,0.17212362,0.1653911,0.03804316,1.64140514,0.09490613,0.07201081,0.07299378,0.56227575,
z4      ,,1412.3187,0.44857164,1420.68036,0.77993152,1433.23556,1.96278308,30.81590532,0.202645667,152.067921,0.35516941,1.07625515,9426.36725,0.10539944,0.24492693,0.03530497,3.05178308,0.10198096,0.0904089,0.09753795,0.148144288,
z5      ,,1723.19217,1.91566441,1720.54603,2.21278928,1717.32785,4.02842861,14.02313295,0.203093899,69.0475342,0.47776431,1.44775649,4121.77067,0.13934451,0.30643429,0.1266889,4.44381314,0.26696699,0.10522344,0.21670576,0.58089725,
z6      ,,972.113859,0.3246074,972.064804,0.83744844,971.953925,2.55247838,45.7190515,0.322552389,141.741476,0.73372876,2.22339404,8112.34867,0.22308555,0.16275177,0.03594288,1.60475344,0.13387099,0.07154456,0.12080172,0.369321922,
z7      ,,2460.70371,1.89805833,2465.6562,1.55441945,2469.74151,2.27847866,87.16940782,1.325957745,65.7407132,0.59681232,1.80851291,3677.69814,0.16694018,0.46478566,0.09279102,10.3396055,0.16789288,0.16141552,0.13093571,0.596570787,
z9      ,x,66.8362857,0.07242717,66.146716,1.27751082,41.2730122,46.36569396,1.484740746,0.10673763,13.9101904,0.86929818,2.63388885,794.645376,0.27778652,0.01041058,0.10730449,0.06731334,1.99491997,0.04691592,1.93790861,0.548116829,
z10     ,,711.601389,1.69519119,697.696307,19.22354256,653.154847,79.37730797,10.45743152,2.288460329,4.56963636,0.27873664,0.84462697,313.282146,0.08596033,0.11669901,0.25170171,0.98799423,3.809467066,0.06143011,3.698498909,0.466930872,
z11     ,,520.755696,0.12719769,520.909018,0.29276115,521.58136,1.65056845,58.05273071,0.140101306,414.362525,1.15760601,3.50789752,21597.4021,0.36070925,0.08412344,0.02535811,0.67032338,0.07184553,0.05781778,0.06774992,0.040788986,
z12     ,,1185.0259,0.47916979,1227.8398,0.77818815,1303.83543,2.20973706,23.23127715,0.121264962,191.574522,0.40423307,1.22492797,11769.1144,0.12147619,0.20179673,0.04420927,2.35093037,0.10923966,0.08453172,0.10895714,0.09835228,
z14     ,,3264.60632,3.46507299,3297.32938,1.74848704,3317.284,1.74972429,16.51885991,0.262130089,63.0177937,0.05722577,0.17341023,3640.28465,0.0152774,0.65933219,0.13519869,24.7227249,0.17916499,0.27207342,0.10666879,0.783028754,
z15     ,,2479.16167,2.76420429,2481.56013,1.61794744,2483.52444,1.73101608,10.589049,0.094966523,111.502967,0.70850184,2.14696655,6076.13343,0.19797228,0.46898581,0.13431071,10.5186158,0.17449227,0.16273949,0.09733251,0.80958508,
z16     ,,970.587308,0.28776901,970.56776,0.5514388,970.523501,1.66488021,47.69383236,0.194422855,245.309804,0.34754859,1.05315348,15435.9604,0.10567876,0.16247646,0.03177266,1.60091592,0.08823181,0.07149416,0.07484763,0.382563713,
z17     ,,532.484335,0.20843633,531.755523,0.92127699,528.629413,4.859251012,17.17619899,0.159359421,107.782765,0.87386071,2.64802212,6007.45097,0.27212165,0.08609772,0.04071513,0.68826171,0.22255967,0.05800353,0.21935485,0.111830645,
z18     ,,2430.99914,0.79630997,2453.79615,0.53458033,2472.74137,0.70351016,119.256576,0.277806981,429.278543,0.5068408,1.53587193,24367.381,0.1420149,0.45805152,0.03931323,10.2079252,0.05780572,0.16170209,0.02625472,0.693161604,
z20     ,x,66.3281672,0.23562508,67.3633072,5.31866633,104.28282,188.5578595,1.415975711,0.470641203,3.00860974,0.74167084,2.24705452,191.634914,0.23701123,0.01033094,0.35756921,0.06859292,8.160294787,0.04817613,7.975881262,0.53164422,
z21     ,,794.093948,1.00975313,797.06853,3.6621972,805.394283,13.10907706,6.23753825,0.205781533,30.3114578,0.43811679,1.32759296,1886.22611,0.13450723,0.13108099,0.13513024,1.19239147,0.66314891,0.06600421,0.62531931,0.368006223,
z22     ,,2797.54299,1.79837873,2802.58339,1.16283392,2806.21256,1.11640547,45.27266989,0.17265474,262.215042,0.71218954,2.15814275,13932.3495,0.19538359,0.54335947,0.07923966,14.8018063,0.12225871,0.19766053,0.06012194,0.854905749,
z23     ,,865.858169,0.36001695,879.840688,0.57569452,915.181027,1.73953024,61.04157012,0.16232245,376.051311,0.37261097,1.12909577,23524.494,0.11394962,0.14374314,0.04430485,1.37859767,0.09782405,0.06958937,0.07802855,0.507229912,
z25     ,,2486.68596,0.79102413,2488.44584,0.59789445,2489.88279,0.75873963,72.88862056,0.130107902,560.216709,0.50998623,1.54540379,31743.4593,0.14244079,0.47070144,0.03833263,10.5969936,0.06444027,0.16335395,0.03130126,0.72766585,
z27     ,,534.603436,0.33947233,534.785475,1.51559102,535.562034,7.59610158,8.794557822,0.133920068,65.6702012,0.85202997,2.58186647,3685.95718,0.2652931,0.08645481,0.066132,0.69330709,0.36455428,0.0581874,0.3455192,0.349303021,
z28     ,,600.306616,0.33266077,614.849686,0.78679938,668.778936,3.38093314,34.71258862,0.183780779,188.880409,0.41674027,1.26280456,11748.2394,0.12929792,0.09758492,0.05786751,0.83223167,0.17059655,0.06188053,0.15453415,0.381066149,
z29     ,,895.493901,0.28933185,899.364691,0.45258386,908.88774,1.21690765,88.70526953,0.118450306,748.881725,0.29521109,0.89455524,47807.4947,0.09013375,0.14901336,0.03435549,1.42477641,0.07585673,0.06937676,0.04925606,0.664044041,
z31     ,,969.262711,0.4553293,969.209556,1.71688506,969.089032,5.31403096,42.16546718,0.674724489,62.4928661,0.46319329,1.40358851,3831.43064,0.14085294,0.16223762,0.05054308,1.59743919,0.27493648,0.07144392,0.25839523,0.371661443,
,,,,,,,,,,,,,,,,,,,,,,
"RBFR (N 22.92866642¡, E 81.09966481¡, 682m elevation)",,,,,,,,,,,,,,,,,,,,,,
z1      ,x,65.8300057,0.16116088,64.7432246,3.51999446,24.7538688,131.6126624,0.904390806,0.188073747,4.80870307,0.93262941,2.8258546,282.855171,0.29804507,0.01025287,0.24604038,0.06583909,5.612029014,0.04659411,5.484817849,0.532715303,
