Sample ID,Ti,Y,Zr,Nb,In,La,Ce,Pr,Nd,Sm,Eu,Gd,Tb,Dy,Ho,Er,Tm,Yb,Lu,Hf,Ta,Th,Ti_uncert,Y_uncert,Zr_uncert,Nb_uncert,In_uncert,La_uncert,Ce_uncert,Pr_uncert,Nd_uncert,Sm_uncert,Eu_uncert,Gd_uncert,Tb_uncert,Dy_uncert,Ho_uncert,Er_uncert,Tm_uncert,Yb_uncert,Lu_uncert,Hf_uncert,Ta_uncert,Th_uncert
RBCW2_z11,-978.2857578,371.7049717,506157.3762,24.744243,0,9.003735203,116.174927,1.306835135,7.380073204,26.79364788,1.551864972,41.00877372,-4.432141846,52.36093558,36.49991678,155.4836408,166.880888,438.7389888,275.9236889,-12499.09316,1005.452022,1261.139979,5.192017661,46.4763082,27.27412226,43.18407122,2.887513333,19.29153674,23.16380005,20.23148286,31.21849465,135.3067272,150,132.2875874,118.5854123,118.5854123,140.5166407,134.3026471,104.3956424,106.5034103,150.00015,50.15656257,18.92679425,57.73501835
RBCW2_z13,-151.5467682,256.5176697,509054.9697,-283.1140965,0,10.07430337,129.9884362,4.267550151,15.35767306,29.97948419,1.736385862,43.85576256,-5.152938835,45.23556925,34.36661992,153.7143224,182.825975,456.2284481,301.9015292,-15251.28631,1123.724215,1340.809739,2.847679565,9.669737151,3.850759647,10.09051864,1.454909304,33.59815578,16.31358016,42.02090612,18.56504845,73.23836081,300,65.7793733,167.7051878,74.23082429,54.66531147,57.61898623,33.33334691,67.76331634,36.07847758,7.699635876,24.67118979,13.69325492
RBCX_z1,-304.4603943,-5823.056993,539991.291,34.88980519,0,-26.88697189,-77.1581213,-14.95120412,-59.27055646,-37.21245486,-22.15739189,-33.43669744,-32.87491674,-94.35990604,-68.06770651,-278.5992578,-50.31158083,-257.0673459,-172.3600311,-31299.20355,7.828842282,-4041.034954,2.478690453,0.832404762,0.391114055,120.6976332,0.00084776,4.607479654,0.946996529,9.716506098,15.23087376,29.4051402,45.30472087,47.77981974,76.49687525,47.40541587,44.0864682,39.66602849,272.1643658,63.24633363,87.11464179,21.41450369,145.2655596,19.69682833
RBCX_z2,-219.590774,-5647.453035,539603.3306,34.95926685,0,-22.40653642,-34.53977112,-12.35777053,-38.25822483,-24.68097383,-15.80673117,-17.59193281,-29.27240696,-68.54905135,-63.75895212,-265.8024797,-49.39056105,-241.3652038,-169.4533872,-31230.3823,6.421818974,-4067.642357,4.025252105,78.82860881,0.302834521,142.9286581,0.00042091,4.035376024,2.623135451,14.36385572,27.03683181,172.0808337,202.9289127,134.8662841,430.2405063,1773.884382,3887.282421,2828.41581,1680.141448,1054.088337,988.2084748,48.09386834,126.1533377,2.912270662
RBCX2_z1,1945.681289,-11974.27792,584418.6709,43.98232303,0,-30.50219692,-30.92294458,-7.492626693,-46.79803775,-33.23386322,-15.83999649,-46.74309531,-16.84335721,-33.11796174,-69.15820481,-357.6283643,-58.43845117,-306.8703305,-132.2392086,-63916.49441,-1358.769695,-8381.282533,18.39522851,51.62126179,0.387130826,121.2731422,0.000388121,17.03402674,5.303976095,130.7691778,224.4912766,128.9472505,219.7966347,168.3249975,884.2760077,2828.414161,626.8317786,350.3978311,490.7019425,379.4035589,839.1327759,10.82787076,49.89169162,79.5092109
RBCX2_z2,1926.235527,-11985.13261,583649.9184,41.07945641,0,-30.1973482,-29.36930436,-7.417742982,-46.33032317,-32.90171335,-15.68168649,-46.27592985,-16.6750193,-39.51603254,-69.71945479,-359.0643189,-57.85439857,-317.0026999,-134.7611185,-63208.78903,-1345.189716,-8303.119428,19.42513813,2.099158431,0.146630135,80.82343962,0.000436613,30.60118289,6.180838989,94.02928113,185.8642412,223.935371,182.1124169,142.8309466,314.3446795,129.0719445,99.44855972,85.49374908,267.0095663,124.9994813,108.592663,5.140277225,90.76682213,28.62659959
RBCX2_z4,884.6353976,-12566.04525,589380.9091,17.25797776,0,-32.03669635,-31.1582156,-7.869564503,-49.15234561,-34.90578685,-16.63687239,-49.09463913,-17.69071001,-34.78405462,-72.63740421,-375.6198722,-61.378363,-322.3083118,-138.8918766,-67714.38228,-1427.126454,-8800.448414,3.572065236,102.8656075,0.033416457,30.89246388,0.000644513,29.10449884,9.141414141,143.0464284,290.204671,301.9460846,305.9201139,157.4652239,311.803191,717.2155806,2161.926411,670.7666421,733.2934224,645.3592732,1247.213764,1.472195873,14.35641597,186.1824216
RBCX2_z5,2013.516392,-12381.68063,587835.6502,13.85194169,0,-31.56563917,-30.70007532,-7.753852983,-48.42962548,-34.3925435,-16.39224922,-48.37276751,-17.43059155,-34.27260119,-71.56936741,-370.0968796,-60.47587549,-317.5691951,-136.8496556,-66519.06848,-1406.14245,-8670.739685,18.64606427,89.70934825,0.04675734,34.16264978,0.000527445,17.29015995,11.5471728,226.187167,178.0078857,196.3837165,88.63196023,126.1578022,480.0529064,4370.02002,804.9041113,548.4505066,816.3896394,1414.206929,762.636441,1.974829001,18.12058891,110.5309714
RBCX2_z7,921.4359566,-19405.56404,621465.8572,29.27059657,0,-35.83181412,-74.47278898,-8.629572399,-52.35554895,-30.90672103,-11.9294921,-77.89132288,-44.38830653,-131.2345716,-69.16781044,-174.6931866,-296.7656657,-290.8853293,-192.3392819,-89485.64064,149.7218234,-13616.15352,40.04667349,91.73448822,0.739877382,164.3943631,0.000527918,10.93272803,1.861502347,63.68052613,75.01851603,293.9639432,373.6396354,444.6005195,670.7664641,2161.929935,1232.511691,3399.328144,2342.416379,1232.511691,988.2078159,10.49921815,517.6358344,637.2067302
RBCY_z1,203.8193174,-5655.332307,539603.7798,18.20065147,0,-16.88721214,-18.9403317,-7.377267355,-33.45684599,-24.703199,-15.8209651,-17.55101128,-29.2987667,-68.61077964,-63.81636694,-266.0418343,-49.43503716,-241.5825527,-169.6059796,-31279.51608,8.035013398,-4026.038905,8.333626771,85.2868347,2.671849723,39.44847392,0.000806196,25.16920093,9.810574331,74.56071765,131.0350802,335.9569247,205.0521378,264.0622804,1054.087493,2683.574485,2161.92421,870.5377221,1339.181097,1124.528428,1063.371228,107.6616431,173.0824684,80.93991651
RBCY_z5,55.2624358,-5653.743114,539666.619,35.86958162,0,-21.90722161,-30.6077793,-12.09078549,-40.79091511,-24.71822306,-15.83058714,-17.5616855,-29.31658571,-68.65250754,-63.85517895,-266.2036364,-49.46510269,-241.7294791,-169.709131,-31285.13527,7.234793979,-4072.40614,6.837081116,88.78654318,1.112281592,100.1271843,0.000501292,6.926162127,2.622613295,13.89049357,16.33772013,208.8181398,297.3758833,234.6038269,686.0928539,1680.139496,942.8052704,914.2750317,1942.230839,1942.230839,1054.088337,45.36241974,88.50105885,4.677225792
RBCY_z6,-73.92743464,-5646.424346,539598.7343,32.79888536,0,-16.87560886,-18.92731772,-7.372198404,-33.43385765,-24.68622532,-15.81009445,-17.5389519,-29.2786354,-68.56363689,-63.77251844,-265.8590358,-49.40107013,-241.4165603,-169.4894426,-31242.87374,6.261425725,-4080.071391,6.967289854,116.1878106,0.527511184,75.45983001,0.00042215,25.35310106,12.29102263,46.19078625,73.82670711,299.4991387,225.2332437,340.4864024,2683.577552,1613.736606,3887.282421,1227.685256,1377.440526,1942.230603,1942.230603,49.47441388,100.7609398,1.532422705
RBCY2_z4,918.5248967,-19351.66187,621157.9943,-80.51227297,0,-32.28684664,-56.77297284,-8.602309298,-52.19014393,-30.80907853,-11.89180368,-77.64524359,-44.24807213,-130.8199668,-68.94929104,-174.1412847,-295.8281045,-289.9663456,-191.7316313,-89181.68019,140.8943214,-13573.15119,14.0659035,49.18505379,1.380868762,21.31588436,0.000395634,13.93058249,5.756377329,43.43352284,79.7096165,157.3805253,356.3104929,198.3272977,1227.685526,480.0538242,564.1293025,942.8047046,740.6271503,609.8031702,285.8256488,50.72461617,70.9511356,339.4172162
RBCY2_z7,937.8532212,-19797.96054,623906.1937,24.28714121,0,-32.9662519,-62.46176754,-11.86479184,-66.99256472,-31.45738743,-12.14204039,-79.27911598,-45.17917492,-133.5727836,-70.40017633,-184.1831261,-302.0531526,-296.0680459,-195.7661993,-91243.05196,142.9839109,-13862.06565,32.17947348,19.77669061,0.317364765,110.2393482,0.000633382,11.17102938,4.527191219,38.97074737,33.5177399,507.6475684,238.3914661,472.1311977,1080.977202,1197.628836,717.2163888,188.6891006,406.3442919,291.7640429,343.0462001,8.062590627,54.41646158,150.8517531
RBCZ_z2,242.0139769,-5638.28974,539434.9914,33.79888946,0,-16.84265322,-18.89035539,-7.35780156,-33.36856613,-24.63801667,-15.77921961,-17.50470085,-29.2359414,-68.42974196,-63.64797988,-265.3398514,-49.30459694,-240.9451085,-169.1584541,-31160.11632,8.859144668,-4012.800411,11.87252083,48.63836166,0.972261253,98.35492328,0.000507421,25.03124081,9.987158297,63.67094129,75.19381582,295.749579,298.6201869,208.8751068,578.3288984,3227.473213,1434.432539,2828.414303,2828.41581,548.4499669,723.629908,132.8711589,309.335691,234.5635711
RBCZ_z4,140.6997627,-5653.145515,539640.1882,16.98601941,0,-16.89308228,-18.94691553,-7.466119876,-33.46847588,-24.71178604,-15.82646461,-17.55711216,-29.30895121,-68.63462934,-63.83855006,-266.1343127,-49.4522212,-241.6665289,-169.6649361,-31288.84536,6.953117967,-4052.566339,8.823620396,62.90401681,0.502050637,57.39011598,0.000643928,24.661316,10.02477125,51.78936317,73.15187624,224.1482259,202.8040264,184.6382517,666.6642667,31622.65011,2828.41581,3227.473213,4370.01462,1080.976659,1435.833122,24.73168406,103.8775749,6.683866311
RBCZ_z7,177.4085294,-6059.945176,542029.9243,43.26770868,0,-17.62889422,-19.77218628,-7.701275072,-34.92626221,-25.78815725,-16.51581789,-18.93864616,-30.99319383,-87.03785038,-71.43660186,-299.3316527,-55.91876661,-287.5862034,-182.0413317,-33013.65709,9.40594133,-4207.378836,8.79879267,1.460244814,0.015801247,345.7039126,0.000916813,22.44099479,6.713580001,110.354873,53.1617992,197.2771542,336.9987883,68.62580205,345.5499038,54.10209083,56.09633011,50.9454322,57.16498035,33.27821969,28.5065568,2.079280919,545.4841669,35.02667475
RBCZ2_z1,1954.331816,-12225.70031,586576.3471,36.92244289,0,-31.16899871,-30.31431117,-7.656421349,-47.82107931,-33.96038136,-16.18627115,-47.76493579,-17.21156612,-33.84194619,-70.67005704,-365.4463989,-59.71596124,-313.578755,-135.1300608,-65576.8256,-1388.473459,-8565.80301,15.2013132,60.91847148,0.041646569,97.6306523,0.000708581,32.00476099,10.29769091,237.1125764,377.3094059,246.5374144,205.4280022,178.9441406,638.1473093,1936.080043,2828.416686,791.4114441,1942.231308,968.275531,839.1295753,2.454183424,27.40912692,84.86229587
RBCZ2_z4,916.3321848,-19310.78148,620689.3049,23.57706893,0,-32.20977115,-51.41159197,-8.581773778,-52.06555509,-30.73553078,-11.86341545,-77.45988808,-44.14244268,-130.5076721,-68.78469459,-173.7255728,-295.1219007,-289.274135,-191.2739276,-88891.77524,142.3850893,-13549.55247,15.33297397,35.87836982,0.35036947,166.9673857,0.000411225,17.3117154,8.741903725,161.4696134,214.9383004,284.2133697,275.5712443,298.6201814,666.6642667,884.2761016,1080.976659,1920.730067,609.8031792,419.9072874,1063.371228,43.38145928,123.5220158,56.56999476
RBCZ2_z6,953.6402688,-20144.22381,626226.252,28.78772441,0,-33.52117859,-53.50479357,-8.93117713,-54.18538252,-31.98691514,-12.34642948,-80.61363523,-45.93968389,-135.8212377,-71.58523484,-180.7987373,-307.1376662,-313.3155753,-199.0902121,-92988.22215,148.6480794,-14096.46397,43.71534313,29.75231606,0.785965115,123.6883128,0.00063209,15.97895857,8.903049842,129.9524719,224.1613695,468.1150213,288.8708223,657.703687,399.3763552,1232.511339,333.3326,424.9162532,1680.140472,181.5186579,346.4369473,15.91584243,90.66407897,146.8490204
RBCZ2_z7,913.0389334,-19228.72162,620233.6734,35.13156188,0,-32.09401087,-69.21642106,-8.550931319,-51.87843413,-30.62506885,-11.82077894,-77.18150118,-43.98379698,-130.0386341,-68.53748589,-173.1012119,-294.0612476,-288.2344985,-190.5864988,-88573.79883,141.6958441,-13492.06985,31.36775451,136.0076449,0.754591767,305.5593541,0.0003032,7.189238056,4.893315887,84.47503377,88.29662463,120.8896624,309.768288,226.8184592,1054.088337,2108.176673,5367.155105,3887.282421,788.3942909,1942.230603,1942.230839,40.14871625,82.29962838,198.5467705
RBEA_z1,2008.2317,-12348.7822,587598.0678,30.62688119,0,-31.48279172,-30.61949964,-7.733502155,-48.30251668,-34.30227654,-16.34922598,-48.24580793,-17.38484307,-34.18264902,-71.38152584,-369.1255202,-60.31714999,-316.7357003,-136.4904788,-66358.97224,-1402.451876,-8649.834871,20.45799532,115.8330753,0.019339241,34.90803654,0.000326648,14.85352246,10.12425347,143.0464327,165.8791765,328.9103165,260.3965828,170.9318256,347.689192,1434.432596,4370.02002,686.0925471,2108.177567,768.1314906,558.5295458,1.521343933,14.90702001,112.1126812
RBEA_z3,-1448.121261,-23841.0658,680811.7723,83.89024617,0,-60.78196999,-59.11526285,-14.9306167,-93.25482139,-66.2253831,-31.56448677,-93.14533716,-33.56389164,-65.99442531,-137.8121038,-712.648881,-116.4507656,-611.5029442,-263.514121,-137647.2044,-2707.63116,-16693.25611,1.198756192,99.04739359,0.001718176,114.7264905,0.000492674,13.37405822,5.131161657,65.75999053,105.153715,172.1150764,191.4719917,251.5387623,377.7031856,910.9405465,638.1477577,314.2683334,853.6573984,1588.492535,2366.319259,0.069006021,102.1367432,227.3415388
RBEB_z3,1911.779833,-11755.69173,582726.8924,46.53759159,0,-29.97072814,-29.14889847,-7.362075533,-45.98263104,-32.65479802,-15.56400117,-45.92864591,-16.54987938,-32.540916,-67.95319564,-351.3970652,-57.42022246,-301.523437,-129.9350792,-62641.95935,-1335.094559,-8230.752803,27.83757328,150.6976496,0.217611873,204.911449,0.000318879,49.64587599,16.79749927,158.9065745,371.9667968,212.600215,221.5199071,94.39030215,478.1437881,723.6295984,909.5032209,853.656809,1613.736931,1936.080827,1435.833007,9.506547819,121.8224121,1171.208311
RBEB_z5,1889.654118,-11619.63888,581611.5538,46.44034698,0,-29.62386612,-28.81154778,-7.276871585,-45.45045751,-32.27687229,-15.38387339,-45.39709717,-16.35834167,-32.16430828,-67.16674886,-347.3302206,-56.75567757,-298.0337978,-128.4312937,-61786.75589,-1319.643029,-8135.49534,28.14546672,116.9714669,4.184532564,343.0466635,0.000617695,23.6621311,7.160882954,233.6503329,286.4228566,305.279223,211.0735424,135.8144019,601.7777893,598.8690048,1680.139931,379.4032141,1942.230564,517.103106,700.7959072,154.667598,133.8898136,768.1311593
RBEB_z7,1415.20157,-11837.95907,583476.2996,21.74016392,0,-87.85563704,-119.9518605,-20.02844641,-74.4350268,-32.85451726,-15.65919179,-46.20954903,-16.65109971,-32.73993874,-68.36880259,-353.5462366,-57.77140894,-303.3675774,-130.7297721,-63028.17754,-1343.260099,-8282.474003,4.54978622,93.68153366,1.914017423,43.91474913,0.000246131,1.355786146,0.700097046,10.97680989,20.57381541,92.04995637,212.7521088,131.5625757,267.0089851,717.2161639,988.2077972,733.2924447,821.8384462,480.0524397,910.9405785,28.43972578,70.12615186,221.8970945
RBEB_z10,1882.85602,-11702.32851,582290.2238,42.15322989,0,-29.82547171,-29.00762512,-7.326394423,-45.75977115,-32.49653294,-15.48856852,-45.70604767,-16.46966856,-32.38320287,-67.62385299,-349.6939806,-57.14192903,-300.0620704,-129.3053345,-62305.73445,-1328.623876,-8191.399715,16.7450502,132.3784958,5.30533696,120.4541042,0.000278405,90.30686591,10.92067326,204.0745008,288.0565851,248.5128055,212.2885246,245.228673,548.4509352,1333.327333,965.8036525,1031.723037,886.9413316,2161.928882,1093.682272,109.3379395,112.3826088,338.4123028
RBEC_z3,2046.105951,-12590.87443,589350.7909,44.92615619,0,-32.07654153,-31.19696818,-7.879352162,-49.21347814,-34.94920043,-16.65756426,-49.15569989,-17.71271257,-34.8273168,-72.72774595,-376.0870441,-61.45470146,-322.7091782,-139.0646214,-67672.19623,-1428.901422,-8812.032822,15.17846101,45.46048447,0.015486841,130.3711526,0.000447933,27.71365281,9.768789471,101.1392114,221.8386319,454.2466511,348.1751434,219.4604624,517.1032136,2342.41584,1080.977232,353.5512019,422.1271877,1588.492535,670.7670892,1.168315238,11.33095861,116.9714941
RBEC_z4,1890.016485,-11621.8671,581634.8028,46.44925257,0,-29.62954691,-28.8170728,-7.278267026,-45.45917327,-32.28306183,-15.38682346,-45.4058027,-16.36147861,-32.17047623,-67.17962902,-347.396826,-56.76656127,-298.0909499,-128.4559222,-61805.75186,-1319.896089,-8137.055435,36.93935884,139.2519154,6.541281119,235.7011501,0.000395947,41.51930705,14.20159285,361.1232416,383.4875502,264.0075888,287.6393905,154.0480613,487.1420593,942.8052288,910.9405465,1080.976088,942.804486,2161.926411,1613.734431,252.8440092,128.5700804,462.7987633
RBEC_z5,1889.220482,-11616.97242,581586.7242,46.42968992,0,-29.61706808,-28.80493615,-7.275201698,-45.4400276,-32.26946544,-15.38034312,-45.38667951,-16.35458778,-32.15692726,-67.15133553,-347.2505157,-56.74265336,-297.9654054,-128.4018215,-61767.01584,-1319.340199,-8133.628418,53.16459846,221.8496069,6.606310828,256.5987793,0.000382586,57.71764003,22.75687005,237.082199,279.753481,248.463394,267.5294691,255.1549936,246.4506274,4370.02002,7499.400002,909.5048745,1613.736931,853.6582317,1232.511337,152.9936366,194.5307833,1358.642343
RBEC_z6,1889.323251,-11617.60435,581618.3608,28.7782977,0,-29.61867917,-28.80650306,-7.275597449,-45.44249941,-32.27122081,-15.38117976,-45.38914842,-16.35547743,-32.1586765,-67.15498838,-347.2694052,-56.74574,-297.9816139,-128.4088062,-61779.76334,-1319.411968,-8134.099955,36.40528221,236.6086467,1.669258328,52.77647019,0.00081783,66.85941682,19.14292719,139.515042,201.507902,157.7573863,207.1238082,113.355588,308.399451,1632.986202,1377.44049,816.493334,2342.418964,988.208434,4370.02002,75.42458711,379.0022796,414.8337451
RBEC_z9,1607.06386,-11635.25009,581744.5147,39.83616244,0,-29.66366636,-28.85025666,-7.286648203,-45.51152108,-32.3202369,-15.40454192,-45.45808906,-16.38031942,-32.20752165,-67.2569887,-347.7968655,-56.83192993,-298.434212,-128.6038437,-61883.22674,-1321.415995,-8146.451429,12.19186805,150.1038155,2.55665391,104.9669013,0.000450605,51.24461779,10.13049931,159.7328414,457.3000349,233.9789869,209.5257479,294.9583832,304.0456844,1377.44049,638.1479759,598.8680081,1613.736931,909.5048745,1232.511337,80.59819544,160.9574757,271.87347
RBED_z2,1894.275242,-11648.05455,581853.5757,45.84992507,0,-29.6963109,-28.88200605,-7.29466708,-45.56160601,-32.35580497,-15.42149445,-45.50811518,-16.39834578,-32.24296568,-67.33100428,-348.1796121,-56.89447285,-298.7626356,-128.7453708,-61973.8359,-1322.870199,-8155.390589,24.53873318,65.42807793,0.725206463,194.2231022,0.000332216,39.90912673,15.1480694,243.4665456,119.5742787,202.6551321,159.4866965,126.5559456,645.3602342,632.7939247,235.7015215,1478.041866,1680.141851,717.2155806,717.2155806,31.17167306,182.987226,540.0597196
RBED_z5,1504.634587,-12003.31358,584361.9699,46.81180683,0,-30.53322446,-29.69597053,-7.500248365,-46.84564179,-33.26766947,-15.8561093,-46.79064346,-16.86049066,-33.1516501,-69.22855413,-357.9921521,-58.49789611,-307.1824861,-132.3737254,-63828.31069,-1360.151867,-8385.229136,6.261858908,104.2631118,2.228442366,198.6047959,0.000293079,28.52350692,11.63679009,197.9737624,224.8866732,200.4170823,152.4803828,173.5225169,791.4125012,542.2194235,740.627351,517.10238,527.3013806,1580.110126,717.9165867,32.95776316,110.5307654,437.0118521
RBED_z6,1907.79741,-11743.45997,582514.9024,46.88623852,0,-29.9082962,-29.08817848,-7.346739613,-45.88684474,-32.58677489,-15.53157984,-45.83297207,-16.51540437,-32.47313011,-67.81164252,-350.6650709,-57.30061055,-300.8953343,-129.6644117,-62464.90086,-1332.313427,-8213.607344,26.27217747,60.33076376,1.95671039,144.8071171,0.000685527,29.18303049,7.267373462,140.3104552,178.8080542,87.5840243,297.3761305,154.1069665,494.1040221,1247.211517,821.8376991,645.3602342,942.8052288,1082.11411,910.9405465,52.56563517,146.9248687,345.7035678
RBEE_z1,2565.453046,-15935.47059,615238.1235,63.04885562,0,-40.21827957,-39.11545099,-9.879306589,-61.70495096,-43.82008304,-20.88562371,-61.63250732,-22.20859208,-50.50607294,-92.87271999,-485.7571272,-79.80913781,-450.8406351,-180.94559,-87209.81962,-1791.588311,-11078.09777,15.26018391,2.605259484,0.003314071,189.6704018,0.000381211,44.84566397,15.64932982,152.4506852,98.57267468,229.8477701,136.0239808,103.6650673,195.9809241,87.11469493,77.81364469,107.0860964,108.3161416,47.0257232,84.46318528,0.220543867,41.36106108,12.84119499
RBEE_z3,1926.138803,-11852.94628,583447.8572,34.71497723,0,-30.19583187,-29.36782961,-7.417370508,-46.32799674,-32.90006122,-15.68089905,-46.27360615,-16.67418198,-32.78532386,-68.46357756,-354.0363334,-57.85149347,-307.8339009,-130.9109937,-63168.62945,-1345.122168,-8293.154837,12.35383231,24.94431056,0.068973247,65.42791148,0.000282387,17.83168502,8.893175747,90.79934042,188.6964141,164.8228341,180.0430217,125.0750868,181.4428533,1132.492245,379.588202,638.1477577,540.4888306,271.8735192,844.5707253,8.676783616,122.2014757,162.9385493
RBEE_z4,1892.519968,-11637.26122,581754.508,39.04435991,0,-29.66879369,-28.85524338,-7.287907691,-45.51938769,-32.32582341,-15.40720457,-45.46594643,-16.38315074,-32.21308868,-67.26861398,-347.8569817,-56.84175325,-298.4857959,-128.6260727,-61888.60737,-1321.6444,-8147.833636,15.08863349,144.8767569,8.581129658,135.050789,0.000723525,27.53196177,11.85583765,126.0206761,245.6506083,296.5496812,151.817497,141.7362768,309.3351687,791.4125012,942.805486,490.7022202,1080.977232,1680.139931,1054.08773,224.5774939,209.9541377,673.5279948
RBEE_z6,1361.204553,-11656.98137,582136.3087,13.88803374,0,-112.4276723,-171.9998773,-12.0955929,-47.20041257,-32.37356982,-15.42996157,-45.53310128,-16.40734925,-32.26066858,-67.36797216,-348.3707791,-56.92571058,-298.9266703,-128.8160581,-61977.61521,-1323.596517,-8159.868281,3.410010605,32.84910928,0.994559216,32.08669147,0.000490519,0.687606522,0.461463165,18.88735787,32.47869644,142.3281555,141.2762507,188.740208,717.915513,989.4336748,2342.41584,523.7803398,1080.976604,626.8312964,10540.88284,113.3932626,174.2295518,433.3899996
RBEE_z15,665.0145604,-19207.08518,620121.5984,-15.401658,0,-32.05715544,-51.16799457,-8.541111784,-51.81885909,-30.58990029,-11.80720445,-77.09286914,-43.93328782,-129.8893032,-68.45878028,-172.9024297,-293.7235598,-287.903502,-190.3676372,-88470.58996,144.3080821,-13476.57611,12.11743886,93.36708237,0.724874075,56.39236708,0.000294663,16.78493845,8.954211469,87.85620158,153.4626192,382.7390375,235.1285498,283.0811182,492.901436,1232.511339,1936.080592,561.3490702,989.4335727,2828.414303,2161.92722,63.4857345,83.33308333,460.7543107
RBEF_z1,1935.69442,-11902.74449,584981.5014,-1049.750717,0,-30.34563406,-29.51352406,-7.454168245,-46.55783095,-33.06327915,-15.75869234,-46.50317052,-16.75690297,-32.94797257,-68.80322687,-355.7927154,-58.138496,-305.2952145,-131.5604461,-63518.95225,-1351.795349,-8333.767288,20.75644831,86.32162431,0.071457895,0.359337414,0.000464186,22.37243619,6.300093835,97.85371691,146.9775171,214.6561525,154.5602182,143.8115832,261.378142,3887.282231,2057.11685,740.6266274,638.1473093,2108.177567,2108.177567,6.387667992,40.35244189,199.6884249
RBEF_z2,1908.106923,-11733.1067,582563.3183,46.89384515,0,-29.9131484,-29.09289762,-7.347931517,-45.89428923,-32.59206164,-15.53409962,-45.84040782,-16.51808376,-32.47839841,-67.822644,-350.7219613,-57.30990676,-300.9441503,-129.685448,-62521.94054,-1332.529576,-8214.939885,10.40023044,34.21695706,5.737645944,132.4187874,1.746154275,12.98519599,10.58867324,22.21697901,32.4706061,35.78778883,27.124803,21.10664018,84.61991907,135.5261854,90.40271829,102.4394632,116.971267,124.5746549,102.1315932,22.87460759,44.09591061,63.24556671
RBEF_z3,1582.198052,-11767.60438,583699.2375,-856.7592227,0,-30.00109905,-29.17843657,-7.369535909,-46.02922764,-32.68788883,-15.57977299,-45.97518781,-16.56665024,-32.57389141,-68.02205617,-351.7531542,-57.47840937,-301.8289864,-130.0667492,-62688.22191,-1336.44748,-8239.093455,7.65847353,32.35510475,5.185489581,7.98715095,2.996057331,14.50104756,9.682429688,19.02657323,34.68179277,36.86432045,52.70465994,45.13376295,63.07186901,100.0000889,114.8670729,103.6425084,81.98497637,72.97572148,90.40262963,19.02926647,40.56628398,86.92282638
RBEF_z4,2071.040569,-12817.29261,590747.7497,50.89812032,0,-32.46743835,-31.57714619,-7.975372916,-49.81321212,-35.37510455,-16.86055961,-49.75472977,-17.92856636,-35.2517356,-73.72475654,-380.6701825,-62.94799937,-346.125323,-145.2862724,-68681.12685,-1446.314553,-8922.155422,9.24022881,18.66481751,2.728159249,47.14045209,1.760760059,13.25978015,13.40606978,22.19170418,18.19509356,48.31061028,50.56998407,20.06709308,63.24556671,90.43792348,39.0740293,65.02746522,57.50167467,37.71247782,29.87619837,11.49229407,63.87389073,49.54410489
RBEF_z5,1724.292814,-11617.23657,581599.9487,35.1148804,0,-29.61774154,-28.80559114,-7.275367128,-45.44106085,-32.27019921,-15.38069285,-45.38771155,-16.35495967,-32.15765847,-67.15286247,-347.2584118,-56.74394362,-297.9721808,-128.4047412,-61768.42034,-1319.370199,-8133.813367,9.064331133,69.2124232,3.939384853,56.28714119,0.000359117,38.05934438,9.370076126,181.0697854,183.5203305,286.3167053,194.3737889,161.8089785,353.5516555,3227.47209,688.7201993,480.0525064,1434.432596,561.3483148,1936.080827,193.1573751,142.9130766,540.4881415
RBEF_z6,1860.936846,-11617.11063,581593.6438,40.50932996,0,-29.61742046,-28.80527886,-7.275288258,-45.44056824,-32.26984938,-15.38052611,-45.38721951,-16.35478237,-32.15730986,-67.15213449,-347.2546472,-56.74332848,-297.9689505,-128.4033492,-61767.75073,-1319.355897,-8133.725191,6.825085563,42.8537956,28.29432092,95.34650453,1.496722446,15.28049762,14.70918762,25.18446985,24.92394947,39.03905276,29.04028069,27.63082928,67.72030293,161.0152972,116.5343165,79.05696349,129.0995525,86.06629658,316.227766,92.17778656,59.7720576,140.5456738
RBEF_z7,441.4501422,-19234.05991,620301.089,34.17384952,0,-46.42973814,-165.026034,-17.71341509,-77.77948738,-30.59875435,-11.81062197,-77.11518322,-44.46020812,-129.9268989,-68.47859527,-172.9524753,-293.8085764,-287.9868339,-190.422738,-88496.19725,145.1157761,-13489.61187,9.373816017,40.63164064,32.55985261,65.8731657,1.029578456,10.55204977,7.709536368,12.56646547,18.85388321,37.97673562,20.04800068,37.65987671,61.27074827,55.80489989,109.0875004,116.5344754,156.3473967,129.0994449,94.2810173,34.31942462,52.7048424,37.00472731
RBEF_z8,753.5125076,-19205.44977,620083.1647,34.85809702,0,-36.28687931,-64.10392027,-8.540582426,-51.81564748,-30.5880044,-11.80647266,-77.08809111,-43.93056494,-129.8812529,-68.45453737,-172.8917136,-293.7053555,-287.8856584,-190.3558386,-88465.10676,141.6090745,-13475.74087,7.993676843,20.29185535,22.44048334,60.36946417,3.325403589,9.521499507,7.068128731,24.22121604,30.42904984,43.66558677,34.96971519,29.33122344,78.56747042,161.0154505,142.9649502,96.28194493,141.4213562,98.60140016,135.5263384,61.00973557,38.87313849,57.37756293
